"date","aud_price"
"2021-02-17","2.233685"
"2021-02-18","2.210777"
"2021-02-19","2.192645"
"2021-02-22","2.171037"
"2021-02-23","2.109135"
"2021-02-24","2.089703"
"2021-02-25","2.067106"
"2021-02-26","2.024361"
"2021-03-01","2.054335"
"2021-03-02","2.096667"
"2021-03-03","2.059346"
"2021-03-04","2.011267"
"2021-03-05","1.954534"
"2021-03-08","1.964659"
"2021-03-09","1.915675"
"2021-03-10","1.969863"
"2021-03-11","1.968389"
"2021-03-12","2.015779"
"2021-03-15","2.017976"
"2021-03-16","2.037195"
"2021-03-17","2.042245"
"2021-03-18","2.035158"
"2021-03-19","1.987616"
"2021-03-22","1.999226"
"2021-03-23","2.015130"
"2021-03-24","2.017540"
"2021-03-25","1.979472"
"2021-03-26","1.970732"
"2021-03-29","1.985662"
"2021-03-30","1.963526"
"2021-03-31","1.973266"
"2021-04-01","2.007558"
"2021-04-06","2.042428"
"2021-04-07","2.074307"
"2021-04-08","2.080548"
"2021-04-09","2.105300"
"2021-04-12","2.118015"
"2021-04-13","2.121113"
"2021-04-14","2.148521"
"2021-04-15","2.116566"
"2021-04-16","2.134297"
"2021-04-19","2.130718"
"2021-04-20","2.099607"
"2021-04-21","2.080228"
"2021-04-22","2.085183"
"2021-04-23","2.097654"
"2021-04-26","2.119474"
"2021-04-27","2.125058"
"2021-04-28","2.127553"
